Component,ConfigName,FeatureName,FeatureType,DimFullName,Value_mm,Value_in,Tolerance_Type,IsDriven,IsLinked,IsGlobalVar,EquationOrComment
TNG-000_MasterLayout-1,MASTER_TEMPLATE,[Equation 3],Equation,,,,,,,TRUE,"""top_thk_in""= 0.5in"
TNG-000_MasterLayout-1,MASTER_TEMPLATE,[Equation 4],Equation,,,,,,,TRUE,"""bottom_thk_in""= 0.5in"
TNG-000_MasterLayout-1,MASTER_TEMPLATE,[Equation 5],Equation,,,,,,,TRUE,"""side_thk_in""= 0.5in"
TNG-000_MasterLayout-1,MASTER_TEMPLATE,[Equation 6],Equation,,,,,,,TRUE,"""end_cap_thk_in""= 0.5in"
TNG-000_MasterLayout-1,MASTER_TEMPLATE,[Equation 7],Equation,,,,,,,TRUE,"""slit_kerf_in""= 0.125in"
TNG-000_MasterLayout-1,MASTER_TEMPLATE,[Equation 8],Equation,,,,,,,TRUE,"""slit_end_rad_in""= 0.25in"
TNG-000_MasterLayout-1,MASTER_TEMPLATE,[Equation 9],Equation,,,,,,,TRUE,"""tongue_gap_in""= 0.06in"
TNG-000_MasterLayout-1,MASTER_TEMPLATE,[Equation 10],Equation,,,,,,,TRUE,"""port_dia_in""= 1.5in"
TNG-000_MasterLayout-1,MASTER_TEMPLATE,[Equation 11],Equation,,,,,,,TRUE,"""foot_dia_in""= 1.25in"
TNG-000_MasterLayout-1,MASTER_TEMPLATE,[Equation 12],Equation,,,,,,,TRUE,"""foot_hgt_in""= 0.75in"
TNG-000_MasterLayout-1,MASTER_TEMPLATE,[Equation 13],Equation,,,,,,,TRUE,"""rough_len_factor""= 2 ^ ( - ""sharp_bias_cents"" / 2400 )"
TNG-000_MasterLayout-1,MASTER_TEMPLATE,[Equation 14],Equation,,,,,,,TRUE,"""sharp_bias_cents""= 12"
TNG-000_MasterLayout-1,MASTER_TEMPLATE,[Equation 15],Equation,,,,,,,TRUE,"""tongue_width_in""= 1.0in"
TNG-000_MasterLayout-1,MASTER_TEMPLATE,[Equation 16],Equation,,,,,,,TRUE,"""cavity_len_in""= ""drum_len_in"" - 2 * ""end_cap_thk_in"""
TNG-000_MasterLayout-1,MASTER_TEMPLATE,[Equation 17],Equation,,,,,,,TRUE,"""cavity_wid_in""= ""drum_wid_in"" - 2 * ""side_thk_in"""
TNG-000_MasterLayout-1,MASTER_TEMPLATE,[Equation 18],Equation,,,,,,,TRUE,"""cavity_hgt_in""= ""drum_hgt_in"" - ""top_thk_in"" - ""bottom_thk_in"""
TNG-000_MasterLayout-1,MASTER_TEMPLATE,[Equation 19],Equation,,,,,,,TRUE,"""cavity_vol_in3""= ""cavity_len_in"" * ""cavity_wid_in"" * ""cavity_hgt_in"""
TNG-000_MasterLayout-1,MASTER_TEMPLATE,[Equation 20],Equation,,,,,,,TRUE,"""panel_top_len""= ""drum_len_in"""
TNG-000_MasterLayout-1,MASTER_TEMPLATE,[Equation 21],Equation,,,,,,,TRUE,"""panel_top_wid""= ""drum_wid_in"""
TNG-000_MasterLayout-1,MASTER_TEMPLATE,[Equation 22],Equation,,,,,,,TRUE,"""side_panel_len""= ""drum_len_in"""
TNG-000_MasterLayout-1,MASTER_TEMPLATE,[Equation 23],Equation,,,,,,,TRUE,"""side_panel_hgt""= ""drum_hgt_in"" - ""top_thk_in"" - ""bottom_thk_in"""
TNG-000_MasterLayout-1,MASTER_TEMPLATE,[Equation 24],Equation,,,,,,,TRUE,"""bank_l_count""= 6"
TNG-000_MasterLayout-1,MASTER_TEMPLATE,[Equation 25],Equation,,,,,,,TRUE,"""bank_r_count""= 0"
TNG-000_MasterLayout-1,MASTER_TEMPLATE,[Equation 26],Equation,,,,,,,TRUE,"""bank_spacing_y""= 1.1"
TNG-000_MasterLayout-1,MASTER_TEMPLATE,[Equation 27],Equation,,,,,,,TRUE,"""mirror_banks""= 1"
TNG-000_MasterLayout-1,MASTER_TEMPLATE,[Equation 28],Equation,,,,,,,TRUE,"""t01_freq_hz""= 440 * 2 ^ ( ( ""t01_midi_note"" - 69 ) / 12 )"
TNG-000_MasterLayout-1,MASTER_TEMPLATE,[Equation 29],Equation,,,,,,,TRUE,"""t01_len_in""= ""rough_len_factor"" * ""t01_est_len_in"""
TNG-000_MasterLayout-1,MASTER_TEMPLATE,[Equation 30],Equation,,,,,,,TRUE,"""t01_bank""= 1"
TNG-000_MasterLayout-1,MASTER_TEMPLATE,[Equation 31],Equation,,,,,,,TRUE,"""t01_scale_degree""= 1"
TNG-000_MasterLayout-1,MASTER_TEMPLATE,[Equation 32],Equation,,,,,,,TRUE,"""tuning_allowance_in""= 1in"
TNG-000_MasterLayout-1,MASTER_TEMPLATE,[Equation 33],Equation,,,,,,,TRUE,"""screw_size""= 0.125in"
TNG-000_MasterLayout-1,MASTER_TEMPLATE,[Equation 34],Equation,,,,,,,TRUE,"""screw_clearance_in""= 0.003in"
TNG-000_MasterLayout-1,MASTER_TEMPLATE,[Equation 35],Equation,,,,,,,TRUE,"""bank_r_origin_x""= ""drum_len_in"" - 2 * ""end_cap_thk_in"""
TNG-000_MasterLayout-1,MASTER_TEMPLATE,[Equation 36],Equation,,,,,,,TRUE,"""bank_l_origin_x""= ""end_cap_thk_in"""
TNG-000_MasterLayout-1,MASTER_TEMPLATE,[Equation 37],Equation,,,,,,,TRUE,"""freq_hz""= 440"
TNG-000_MasterLayout-1,MASTER_TEMPLATE,[Equation 38],Equation,,,,,,,TRUE,"""t01_midi_note""= 60"
TNG-000_MasterLayout-1,MASTER_TEMPLATE,[Equation 39],Equation,,,,,,,TRUE,"""k_imperial""= 27000"
TNG-000_MasterLayout-1,MASTER_TEMPLATE,[Equation 40],Equation,,,,,,,TRUE,"""t01_est_len_in""= sqr ( ""k_imperial"" * ""top_thk_in"" / ""t01_freq_hz"" )"
TNG-000_MasterLayout-1,MASTER_TEMPLATE,[Equation 41],Equation,,,,,,,TRUE,"""t02_freq_hz"" = 440 * 2 ^ ( ( ""t02_midi_note"" - 69 ) / 12 )"
TNG-000_MasterLayout-1,MASTER_TEMPLATE,[Equation 42],Equation,,,,,,,TRUE,"""t03_freq_hz"" = 440 * 2 ^ ( ( ""t03_midi_note"" - 69 ) / 12 )"
TNG-000_MasterLayout-1,MASTER_TEMPLATE,[Equation 43],Equation,,,,,,,TRUE,"""t04_freq_hz"" = 440 * 2 ^ ( ( ""t04_midi_note"" - 69 ) / 12 )"
TNG-000_MasterLayout-1,MASTER_TEMPLATE,[Equation 44],Equation,,,,,,,TRUE,"""t05_freq_hz"" = 440 * 2 ^ ( ( ""t05_midi_note"" - 69 ) / 12 )"
TNG-000_MasterLayout-1,MASTER_TEMPLATE,[Equation 45],Equation,,,,,,,TRUE,"""t06_freq_hz"" = 440 * 2 ^ ( ( ""t06_midi_note"" - 69 ) / 12 )"
TNG-000_MasterLayout-1,MASTER_TEMPLATE,[Equation 46],Equation,,,,,,,TRUE,"""t07_freq_hz"" = 440 * 2 ^ ( ( ""t07_midi_note"" - 69 ) / 12 )"
TNG-000_MasterLayout-1,MASTER_TEMPLATE,[Equation 47],Equation,,,,,,,TRUE,"""t08_freq_hz""= 440 * 2 ^ ( ( ""t08_midi_note"" - 69 ) / 12 )"
TNG-000_MasterLayout-1,MASTER_TEMPLATE,[Equation 48],Equation,,,,,,,TRUE,"""t09_freq_hz"" = 440 * 2 ^ ( ( ""t09_midi_note"" - 69 ) / 12 )"
TNG-000_MasterLayout-1,MASTER_TEMPLATE,[Equation 49],Equation,,,,,,,TRUE,"""t10_freq_hz"" = 440 * 2 ^ ( ( ""t10_midi_note"" - 69 ) / 12 )"
TNG-000_MasterLayout-1,MASTER_TEMPLATE,[Equation 50],Equation,,,,,,,TRUE,"""t11_freq_hz"" = 440 * 2 ^ ( ( ""t11_midi_note"" - 69 ) / 12 )"
TNG-000_MasterLayout-1,MASTER_TEMPLATE,[Equation 51],Equation,,,,,,,TRUE,"""t12_freq_hz"" = 440 * 2 ^ ( ( ""t12_midi_note"" - 69 ) / 12 )"
TNG-000_MasterLayout-1,MASTER_TEMPLATE,[Equation 52],Equation,,,,,,,TRUE,"""t13_freq_hz"" = 440 * 2 ^ ( ( ""t13_midi_note"" - 69 ) / 12 )"
TNG-000_MasterLayout-1,MASTER_TEMPLATE,[Equation 53],Equation,,,,,,,TRUE,"""t14_freq_hz"" = 440 * 2 ^ ( ( ""t14_midi_note"" - 69 ) / 12 )"
TNG-000_MasterLayout-1,MASTER_TEMPLATE,[Equation 54],Equation,,,,,,,TRUE,"""t15_freq_hz"" = 440 * 2 ^ ( ( ""t15_midi_note"" - 69 ) / 12 )"
TNG-000_MasterLayout-1,MASTER_TEMPLATE,[Equation 55],Equation,,,,,,,TRUE,"""t02_len_in""= 3in"
TNG-000_MasterLayout-1,MASTER_TEMPLATE,[Equation 56],Equation,,,,,,,TRUE,"""t03_len_in""= 6in"
TNG-000_MasterLayout-1,MASTER_TEMPLATE,[Equation 57],Equation,,,,,,,TRUE,"""t04_len_in""= 3.9in"
TNG-000_MasterLayout-1,MASTER_TEMPLATE,[Equation 58],Equation,,,,,,,TRUE,"""t05_len_in""= 2.3in"
TNG-000_MasterLayout-1,MASTER_TEMPLATE,[Equation 59],Equation,,,,,,,TRUE,"""t06_len_in""= 8in"
TNG-000_MasterLayout-1,MASTER_TEMPLATE,[Equation 60],Equation,,,,,,,TRUE,"""t07_len_in""= 8in"
TNG-000_MasterLayout-1,MASTER_TEMPLATE,[Equation 61],Equation,,,,,,,TRUE,"""t08_len_in""= 8in"
TNG-000_MasterLayout-1,MASTER_TEMPLATE,[Equation 62],Equation,,,,,,,TRUE,"""t09_len_in""= 8in"
TNG-000_MasterLayout-1,MASTER_TEMPLATE,[Equation 63],Equation,,,,,,,TRUE,"""t10_len_in""= 9in"
TNG-000_MasterLayout-1,MASTER_TEMPLATE,[Equation 64],Equation,,,,,,,TRUE,"""t11_len_in""= 10in"
TNG-000_MasterLayout-1,MASTER_TEMPLATE,[Equation 65],Equation,,,,,,,TRUE,"""t12_len_in""= 10in"
TNG-000_MasterLayout-1,MASTER_TEMPLATE,[Equation 66],Equation,,,,,,,TRUE,"""t13_len_in""= 11in"
TNG-000_MasterLayout-1,MASTER_TEMPLATE,[Equation 67],Equation,,,,,,,TRUE,"""t14_len_in""= 12in"
TNG-000_MasterLayout-1,MASTER_TEMPLATE,[Equation 68],Equation,,,,,,,TRUE,"""t15_len_in""= 10in"
TNG-000_MasterLayout-1,MASTER_TEMPLATE,[Equation 69],Equation,,,,,,,TRUE,"""t16_len_in""= 1in"
TNG-000_MasterLayout-1,MASTER_TEMPLATE,[Equation 70],Equation,,,,,,,TRUE,"""t02_bank""= 1"
TNG-000_MasterLayout-1,MASTER_TEMPLATE,[Equation 71],Equation,,,,,,,TRUE,"""t03_bank""= 1"
TNG-000_MasterLayout-1,MASTER_TEMPLATE,[Equation 72],Equation,,,,,,,TRUE,"""t04_bank""= 1"
TNG-000_MasterLayout-1,MASTER_TEMPLATE,[Equation 73],Equation,,,,,,,TRUE,"""t05_bank""= 2"
TNG-000_MasterLayout-1,MASTER_TEMPLATE,[Equation 74],Equation,,,,,,,TRUE,"""t06_bank""= 2"
TNG-000_MasterLayout-1,MASTER_TEMPLATE,[Equation 75],Equation,,,,,,,TRUE,"""t07_bank""= 2"
TNG-000_MasterLayout-1,MASTER_TEMPLATE,[Equation 76],Equation,,,,,,,TRUE,"""t08_bank""= 2"
TNG-000_MasterLayout-1,MASTER_TEMPLATE,[Equation 77],Equation,,,,,,,TRUE,"""t09_bank""= 2"
TNG-000_MasterLayout-1,MASTER_TEMPLATE,[Equation 78],Equation,,,,,,,TRUE,"""t10_bank""= 2"
TNG-000_MasterLayout-1,MASTER_TEMPLATE,[Equation 79],Equation,,,,,,,TRUE,"""t11_bank""= 2"
TNG-000_MasterLayout-1,MASTER_TEMPLATE,[Equation 80],Equation,,,,,,,TRUE,"""t12_bank""= 2"
TNG-000_MasterLayout-1,MASTER_TEMPLATE,[Equation 81],Equation,,,,,,,TRUE,"""t13_bank""= 0"
TNG-000_MasterLayout-1,MASTER_TEMPLATE,[Equation 82],Equation,,,,,,,TRUE,"""t14_bank""= 0"
TNG-000_MasterLayout-1,MASTER_TEMPLATE,[Equation 83],Equation,,,,,,,TRUE,"""t15_bank""= 0"
TNG-000_MasterLayout-1,MASTER_TEMPLATE,[Equation 84],Equation,,,,,,,TRUE,"""t16_bank""= 0"
TNG-000_MasterLayout-1,MASTER_TEMPLATE,[Equation 85],Equation,,,,,,,FALSE,"""drum_len_in_sketch@SK_OUTER_BOX""= ""drum_len_in"""
TNG-000_MasterLayout-1,MASTER_TEMPLATE,[Equation 86],Equation,,,,,,,FALSE,"""drum_wid_in@SK_OUTER_BOX""= ""drum_wid_in"""
TNG-000_MasterLayout-1,MASTER_TEMPLATE,[Equation 87],Equation,,,,,,,FALSE,"""side_thk_in_sketch@SK_CAVITY""= ""side_thk_in"""
TNG-000_MasterLayout-1,MASTER_TEMPLATE,[Equation 88],Equation,,,,,,,FALSE,"""end_cap_thk_in_sketch@SK_CAVITY""= ""end_cap_thk_in"""
TNG-000_MasterLayout-1,MASTER_TEMPLATE,[Equation 89],Equation,,,,,,,FALSE,"""cavity_hgt_in@SK_HEIGHT_STACK""= ""cavity_hgt_in"""
TNG-000_MasterLayout-1,MASTER_TEMPLATE,[Equation 90],Equation,,,,,,,FALSE,"""top_thk_in_sketch@SK_HEIGHT_STACK"" = ""top_thk_in"""
TNG-000_MasterLayout-1,MASTER_TEMPLATE,[Equation 91],Equation,,,,,,,FALSE,"""bottom_thk_in_sketch@SK_HEIGHT_STACK""= ""bottom_thk_in"""
TNG-000_MasterLayout-1,MASTER_TEMPLATE,[Equation 92],Equation,,,,,,,FALSE,"""port_dia_in@SK_PORT""= ""port_dia_in"""
TNG-000_MasterLayout-1,MASTER_TEMPLATE,[Equation 93],Equation,,,,,,,FALSE,"""foot_dia@SK_FEET""= ""foot_dia_in"""
TNG-000_MasterLayout-1,MASTER_TEMPLATE,[Equation 94],Equation,,,,,,,TRUE,"""t02_midi_note""= 61"
TNG-000_MasterLayout-1,MASTER_TEMPLATE,[Equation 95],Equation,,,,,,,TRUE,"""t03_midi_note""= 62"
TNG-000_MasterLayout-1,MASTER_TEMPLATE,[Equation 96],Equation,,,,,,,TRUE,"""t04_midi_note""= 64"
TNG-000_MasterLayout-1,MASTER_TEMPLATE,[Equation 97],Equation,,,,,,,TRUE,"""t05_midi_note""= 67"
TNG-000_MasterLayout-1,MASTER_TEMPLATE,[Equation 98],Equation,,,,,,,TRUE,"""t06_midi_note""= 70"
TNG-000_MasterLayout-1,MASTER_TEMPLATE,[Equation 99],Equation,,,,,,,TRUE,"""t07_midi_note""= 77"
TNG-000_MasterLayout-1,MASTER_TEMPLATE,[Equation 100],Equation,,,,,,,TRUE,"""t08_midi_note""= 79"
TNG-000_MasterLayout-1,MASTER_TEMPLATE,[Equation 101],Equation,,,,,,,TRUE,"""t09_midi_note""= 80"
TNG-000_MasterLayout-1,MASTER_TEMPLATE,[Equation 102],Equation,,,,,,,TRUE,"""t10_midi_note""= 81"
TNG-000_MasterLayout-1,MASTER_TEMPLATE,[Equation 103],Equation,,,,,,,TRUE,"""t11_midi_note""= 82"
TNG-000_MasterLayout-1,MASTER_TEMPLATE,[Equation 104],Equation,,,,,,,TRUE,"""t12_midi_note""= 84"
TNG-000_MasterLayout-1,MASTER_TEMPLATE,[Equation 105],Equation,,,,,,,TRUE,"""t13_midi_note""= 86"
TNG-000_MasterLayout-1,MASTER_TEMPLATE,[Equation 106],Equation,,,,,,,TRUE,"""t14_midi_note""= 87"
TNG-000_MasterLayout-1,MASTER_TEMPLATE,[Equation 107],Equation,,,,,,,TRUE,"""t15_midi_note""= 88"
TNG-000_MasterLayout-1,MASTER_TEMPLATE,[Equation 108],Equation,,,,,,,TRUE,"""t16_midi_note""= 90"
TNG-000_MasterLayout-1,MASTER_TEMPLATE,[Equation 109],Equation,,,,,,,TRUE,"""t16_freq_hz""= 440 * 2 ^ ( ( ""t16_midi_note"" - 69 ) / 12 )"
